order_id,customer_id,product_id,order_date,quantity,unit_price,line_total
ORD5402,CUST1402,PROD602,2023-07-08,2,315.0,630.0
ORD5403,CUST1403,PROD603,2022-12-11,6,19.5,117.0
ORD5404,CUST1404,PROD604,2023-09-19,7,74.49,521.43
ORD5405,CUST1405,PROD605,2024-06-26,3,539.41,1618.23
ORD5406,CUST1406,PROD606,2025-04-03,7,101.02,707.14
ORD5407,CUST1407,PROD607,2023-08-23,1,1263.8,1263.8
ORD5408,CUST1408,PROD608,2024-07-26,3,643.24,1929.72
ORD5409,CUST1409,PROD609,2025-07-02,8,217.29,1738.32
ORD5410,CUST1410,PROD610,2022-01-10,8,94.79,758.32
ORD5411,CUST1411,PROD611,2025-12-08,5,305.8,1529.0
ORD5412,CUST1412,PROD612,2025-07-08,4,41.08,164.32
ORD5413,CUST1413,PROD613,2024-04-11,8,155.84,1246.72
ORD5414,CUST1414,PROD614,2024-10-25,3,410.16,1230.48
ORD5415,CUST1415,PROD615,2024-11-06,3,350.48,1051.44
ORD5416,CUST1416,PROD616,2024-10-01,8,216.64,1733.12
ORD5417,CUST1417,PROD617,2025-09-07,6,75.2,451.2
ORD5418,CUST1418,PROD618,2025-08-07,7,17.09,119.63
ORD5419,CUST1419,PROD619,2023-12-17,9,4.22,37.98
ORD5420,CUST1420,PROD620,2024-01-19,2,89.67,179.34
ORD5421,CUST1421,PROD621,2025-01-16,4,57.72,230.88
ORD5422,CUST1422,PROD622,2024-09-26,5,288.26,1441.3
ORD5423,CUST1423,PROD623,2025-02-20,8,37.13,297.04
ORD5424,CUST1424,PROD624,2024-09-22,1,1799.69,1799.69
ORD5425,CUST1425,PROD625,2023-12-19,3,367.19,1101.57
ORD5426,CUST1426,PROD626,2024-09-15,7,174.1,1218.7
ORD5427,CUST1427,PROD627,2024-12-22,7,208.23,1457.61
ORD5428,CUST1428,PROD628,2025-01-17,8,106.21,849.68
ORD5429,CUST1429,PROD629,2024-10-01,9,93.51,841.59
ORD5430,CUST1430,PROD630,2024-12-13,3,409.61,1228.83
ORD5431,CUST1431,PROD631,2023-12-19,2,397.5,795.0
ORD5432,CUST1432,PROD632,2023-07-06,6,65.33,391.98
ORD5433,CUST1433,PROD633,2022-03-12,5,83.72,418.6
ORD5434,CUST1434,PROD634,2023-04-28,3,368.73,1106.19
ORD5435,CUST1435,PROD635,2023-11-26,9,148.77,1338.93
ORD5436,CUST1436,PROD636,2024-02-04,6,302.58,1815.48
ORD5437,CUST1437,PROD637,2024-10-07,8,34.76,278.08
ORD5438,CUST1438,PROD638,2024-05-03,4,347.58,1390.32
ORD5439,CUST1439,PROD639,2024-04-28,4,43.74,174.96
ORD5440,CUST1440,PROD640,2025-12-01,1,123.64,123.64
ORD5441,CUST1441,PROD641,2023-02-15,6,96.8,580.8
ORD5442,CUST1442,PROD642,2025-09-02,3,64.18,192.54
ORD5443,CUST1443,PROD643,2023-08-17,1,1409.68,1409.68
ORD5444,CUST1444,PROD644,2025-10-01,6,276.06,1656.36
ORD5445,CUST1445,PROD645,2024-07-05,8,104.88,839.04
ORD5446,CUST1446,PROD646,2023-07-09,1,552.26,552.26
ORD5447,CUST1447,PROD647,2022-10-29,1,1510.04,1510.04
ORD5448,CUST1448,PROD648,2024-06-11,3,300.19,900.57
ORD5449,CUST1449,PROD649,2024-10-04,9,90.89,818.01
ORD5450,CUST1450,PROD650,2022-12-10,1,260.15,260.15
ORD5451,CUST1451,PROD651,2024-10-21,8,38.72,309.76
ORD5452,CUST1452,PROD652,2022-08-25,6,178.02,1068.12
ORD5453,CUST1453,PROD653,2024-11-07,2,388.51,777.02
ORD5454,CUST1454,PROD654,2023-05-26,9,191.94,1727.46
ORD5455,CUST1455,PROD655,2024-05-10,9,48.2,433.8
ORD5456,CUST1456,PROD656,2024-11-04,6,25.98,155.88
ORD5457,CUST1457,PROD657,2024-10-06,3,391.53,1174.59
ORD5458,CUST1458,PROD658,2025-04-29,3,455.29,1365.87
ORD5459,CUST1459,PROD659,2022-08-21,1,1137.99,1137.99
ORD5460,CUST1460,PROD660,2024-05-03,8,207.28,1658.24
ORD5461,CUST1461,PROD661,2024-05-16,6,324.54,1947.24
ORD5462,CUST1462,PROD662,2021-02-22,5,206.15,1030.75
ORD5463,CUST1463,PROD663,2023-05-06,1,1493.98,1493.98
ORD5464,CUST1464,PROD664,2025-07-05,2,553.36,1106.72
ORD5465,CUST1465,PROD665,2022-07-02,6,178.28,1069.68
ORD5466,CUST1466,PROD666,2024-01-16,1,638.11,638.11
ORD5467,CUST1467,PROD667,2021-12-14,8,225.32,1802.56
ORD5468,CUST1468,PROD668,2023-09-02,9,133.5,1201.5
ORD5469,CUST1469,PROD669,2023-08-29,6,213.51,1281.06
ORD5470,CUST1470,PROD670,2023-03-27,8,185.37,1482.96
ORD5471,CUST1471,PROD671,2025-06-22,8,87.8,702.4
ORD5472,CUST1472,PROD672,2025-01-14,4,97.78,391.12
ORD5473,CUST1473,PROD673,2023-02-06,9,197.6,1778.4
ORD5474,CUST1474,PROD674,2023-01-31,2,532.09,1064.18
ORD5475,CUST1475,PROD675,2023-03-30,5,196.12,980.6
ORD5476,CUST1476,PROD676,2024-06-24,6,313.86,1883.16
ORD5477,CUST1477,PROD677,2023-09-17,2,417.52,835.04
ORD5478,CUST1478,PROD678,2025-01-22,8,124.76,998.08
ORD5479,CUST1479,PROD679,2025-05-03,6,90.21,541.26
ORD5480,CUST1480,PROD680,2025-07-23,4,277.47,1109.88
ORD5481,CUST1481,PROD681,2023-05-31,5,132.87,664.35
ORD5482,CUST1482,PROD682,2023-03-07,8,132.82,1062.56
ORD5483,CUST1483,PROD683,2024-12-21,1,554.08,554.08
ORD5484,CUST1484,PROD684,2024-03-27,5,190.43,952.15
ORD5485,CUST1485,PROD685,2023-05-21,7,228.34,1598.38
ORD5486,CUST1486,PROD686,2022-09-29,1,975.01,975.01
ORD5487,CUST1487,PROD687,2025-06-26,3,62.15,186.45
ORD5488,CUST1488,PROD688,2024-01-25,2,537.56,1075.12
ORD5489,CUST1489,PROD689,2025-04-16,4,472.65,1890.6
ORD5490,CUST1490,PROD690,2024-01-28,8,109.16,873.28
ORD5491,CUST1491,PROD691,2022-12-23,5,261.49,1307.45
ORD5492,CUST1492,PROD692,2024-03-25,7,69.48,486.36
ORD5493,CUST1493,PROD693,2025-07-22,1,1481.71,1481.71
ORD5494,CUST1494,PROD694,2023-10-13,9,189.21,1702.89
ORD5495,CUST1495,PROD695,2021-11-12,4,271.14,1084.56
ORD5496,CUST1496,PROD696,2023-11-01,5,396.81,1984.05
ORD5497,CUST1497,PROD697,2025-01-30,2,836.76,1673.52
ORD5498,CUST1498,PROD698,2022-06-03,2,71.96,143.92
ORD5499,CUST1499,PROD699,2022-08-25,1,1601.28,1601.28
ORD5500,CUST1500,PROD700,2022-02-24,3,582.99,1748.97
ORD5501,CUST1501,PROD701,2023-05-27,2,307.14,614.28
ORD5502,CUST1502,PROD702,2025-01-17,8,193.22,1545.76
ORD5503,CUST1503,PROD703,2024-05-25,2,996.56,1993.12
ORD5504,CUST1504,PROD704,2025-03-29,2,965.67,1931.34
ORD5505,CUST1505,PROD705,2025-02-06,9,134.86,1213.74
ORD5506,CUST1506,PROD706,2022-06-06,8,59.06,472.48
ORD5507,CUST1507,PROD707,2025-07-26,5,163.78,818.9
ORD5508,CUST1508,PROD708,2024-04-01,9,204.26,1838.34
ORD5509,CUST1509,PROD709,2024-07-08,9,162.05,1458.45
ORD5510,CUST1510,PROD710,2025-07-19,6,124.82,748.92
ORD5511,CUST1511,PROD711,2024-02-09,7,81.49,570.43
ORD5512,CUST1512,PROD712,2025-05-22,3,36.04,108.12
ORD5513,CUST1513,PROD713,2025-05-26,7,243.55,1704.85
ORD5514,CUST1514,PROD714,2023-08-01,3,428.54,1285.62
ORD5515,CUST1515,PROD715,2023-12-03,3,234.67,704.01
ORD5516,CUST1516,PROD716,2023-06-17,9,142.25,1280.25
ORD5517,CUST1517,PROD717,2023-05-09,6,116.18,697.08
ORD5518,CUST1518,PROD718,2022-08-17,6,321.74,1930.44
ORD5519,CUST1519,PROD719,2022-05-22,5,266.97,1334.85
ORD5520,CUST1520,PROD720,2023-06-01,5,283.96,1419.8
ORD5521,CUST1521,PROD721,2025-07-30,4,382.28,1529.12
ORD5522,CUST1522,PROD722,2024-05-27,4,217.42,869.68
ORD5523,CUST1523,PROD723,2022-03-13,8,57.75,462.0
ORD5524,CUST1524,PROD724,2022-08-07,4,256.45,1025.8
ORD5525,CUST1525,PROD725,2024-12-06,6,300.55,1803.3
ORD5526,CUST1526,PROD726,2021-12-17,8,75.6,604.8
ORD5527,CUST1527,PROD727,2024-05-07,1,1582.47,1582.47
ORD5528,CUST1528,PROD728,2023-08-03,6,199.61,1197.66
ORD5529,CUST1529,PROD729,2025-07-01,9,75.76,681.84
ORD5530,CUST1530,PROD730,2024-05-21,3,169.33,507.99
ORD5531,CUST1531,PROD731,2022-07-23,5,279.79,1398.95
ORD5532,CUST1532,PROD732,2023-12-04,4,18.93,75.72
ORD5533,CUST1533,PROD733,2024-06-06,8,147.55,1180.4
ORD5534,CUST1534,PROD734,2023-11-14,9,82.68,744.12
ORD5535,CUST1535,PROD735,2023-12-17,9,178.63,1607.67
ORD5536,CUST1536,PROD736,2023-02-14,8,22.44,179.52
ORD5537,CUST1537,PROD737,2024-09-10,4,443.38,1773.52
ORD5538,CUST1538,PROD738,2024-06-30,8,189.41,1515.28
ORD5539,CUST1539,PROD739,2025-02-13,3,440.91,1322.73
ORD5540,CUST1540,PROD740,2022-07-15,2,944.82,1889.64
ORD5541,CUST1541,PROD741,2025-01-22,2,892.74,1785.48
ORD5542,CUST1542,PROD742,2023-06-11,3,589.28,1767.84
ORD5543,CUST1543,PROD743,2022-07-01,3,233.33,699.99
ORD5544,CUST1544,PROD744,2025-06-25,9,168.05,1512.45
ORD5545,CUST1545,PROD745,2024-11-02,5,227.34,1136.7
ORD5546,CUST1546,PROD746,2022-12-26,3,164.42,493.26
ORD5547,CUST1547,PROD747,2025-10-07,1,577.99,577.99
ORD5548,CUST1548,PROD748,2025-03-24,4,293.23,1172.92
ORD5549,CUST1549,PROD749,2022-04-16,6,188.99,1133.94
ORD5550,CUST1550,PROD750,2025-04-13,2,904.56,1809.12
ORD5551,CUST1551,PROD751,2023-08-25,1,1220.25,1220.25
ORD5552,CUST1552,PROD752,2022-12-16,6,34.17,205.02
ORD5553,CUST1553,PROD753,2025-06-19,9,152.91,1376.19
ORD5554,CUST1554,PROD754,2024-09-02,8,28.96,231.68
ORD5555,CUST1555,PROD755,2024-02-23,7,167.97,1175.79
ORD5556,CUST1556,PROD756,2022-02-12,3,329.43,988.29
ORD5557,CUST1557,PROD757,2024-09-11,1,1543.19,1543.19
ORD5558,CUST1558,PROD758,2023-04-05,2,524.51,1049.02
ORD5559,CUST1559,PROD759,2021-07-31,4,342.38,1369.52
ORD5560,CUST1560,PROD760,2025-02-02,9,164.78,1483.02
ORD5561,CUST1561,PROD761,2024-03-04,9,159.26,1433.34
ORD5562,CUST1562,PROD762,2024-08-10,8,33.22,265.76
ORD5563,CUST1563,PROD763,2024-03-28,1,1815.34,1815.34
ORD5564,CUST1564,PROD764,2024-05-04,4,17.0,68.0
ORD5565,CUST1565,PROD765,2024-12-10,6,108.08,648.48
ORD5566,CUST1566,PROD766,2022-06-15,6,18.44,110.64
ORD5567,CUST1567,PROD767,2021-10-25,4,330.36,1321.44
ORD5568,CUST1568,PROD768,2023-10-17,7,138.99,972.93
ORD5569,CUST1569,PROD769,2023-08-25,5,45.15,225.75
ORD5570,CUST1570,PROD770,2023-06-11,4,266.24,1064.96
ORD5571,CUST1571,PROD771,2023-10-04,9,127.91,1151.19
ORD5572,CUST1572,PROD772,2025-04-14,7,49.35,345.45
ORD5573,CUST1573,PROD773,2023-04-11,9,12.69,114.21
ORD5574,CUST1574,PROD774,2025-05-27,8,55.16,441.28
ORD5575,CUST1575,PROD775,2025-05-28,8,228.64,1829.12
ORD5576,CUST1576,PROD776,2023-04-16,3,554.17,1662.51
ORD5577,CUST1577,PROD777,2021-02-06,1,559.72,559.72
ORD5578,CUST1578,PROD778,2023-08-13,3,319.61,958.83
ORD5579,CUST1579,PROD779,2023-11-26,6,71.54,429.24
ORD5580,CUST1580,PROD780,2023-04-17,8,36.79,294.32
ORD5581,CUST1581,PROD781,2023-03-21,1,1276.55,1276.55
ORD5582,CUST1582,PROD782,2021-11-14,2,683.35,1366.7
ORD5583,CUST1583,PROD783,2024-02-21,5,137.79,688.95
ORD5584,CUST1584,PROD784,2025-09-08,4,309.26,1237.04
ORD5585,CUST1585,PROD785,2024-10-17,5,43.08,215.4
ORD5586,CUST1586,PROD786,2025-02-01,3,659.12,1977.36
ORD5587,CUST1587,PROD787,2022-08-11,7,177.67,1243.69
ORD5588,CUST1588,PROD788,2023-08-05,7,215.02,1505.14
ORD5589,CUST1589,PROD789,2025-09-07,1,978.5,978.5
ORD5590,CUST1590,PROD790,2024-11-10,2,180.39,360.78
ORD5591,CUST1591,PROD791,2023-05-12,4,275.98,1103.92
ORD5592,CUST1592,PROD792,2024-09-20,7,105.63,739.41
ORD5593,CUST1593,PROD793,2024-01-23,4,427.02,1708.08
ORD5594,CUST1594,PROD794,2025-03-04,9,93.14,838.26
ORD5595,CUST1595,PROD795,2023-03-10,3,58.61,175.83
ORD5596,CUST1596,PROD796,2024-02-14,6,261.37,1568.22
ORD5597,CUST1597,PROD797,2021-01-28,2,697.6,1395.2
ORD5598,CUST1598,PROD798,2023-04-07,3,612.55,1837.65
ORD5599,CUST1599,PROD799,2024-06-23,2,150.44,300.88
ORD5600,CUST1600,PROD800,2025-02-04,9,118.23,1064.07
ORD5601,CUST1601,PROD801,2024-11-04,1,1043.23,1043.23
ORD5602,CUST1602,PROD802,2024-01-11,3,619.73,1859.19
ORD5603,CUST1603,PROD803,2025-06-08,3,449.28,1347.84
ORD5604,CUST1604,PROD804,2025-06-06,1,1181.37,1181.37
ORD5605,CUST1605,PROD805,2024-11-26,9,56.24,506.16
ORD5606,CUST1606,PROD806,2023-04-15,4,458.76,1835.04
ORD5607,CUST1607,PROD807,2022-01-10,8,4.92,39.36
ORD5608,CUST1608,PROD808,2024-01-17,4,314.8,1259.2
ORD5609,CUST1609,PROD809,2023-05-20,4,475.45,1901.8
ORD5610,CUST1610,PROD810,2022-09-05,2,224.82,449.64
ORD5611,CUST1611,PROD811,2021-12-25,2,187.96,375.92
ORD5612,CUST1612,PROD812,2023-03-11,8,123.54,988.32
ORD5613,CUST1613,PROD813,2023-04-25,4,384.32,1537.28
ORD5614,CUST1614,PROD814,2024-03-30,4,158.27,633.08
ORD5615,CUST1615,PROD815,2024-10-08,7,252.11,1764.77
ORD5616,CUST1616,PROD816,2024-09-18,1,174.23,174.23
ORD5617,CUST1617,PROD817,2025-02-03,6,150.89,905.34
ORD5618,CUST1618,PROD818,2024-10-26,8,169.91,1359.28
ORD5619,CUST1619,PROD819,2021-08-27,4,94.81,379.24
ORD5620,CUST1620,PROD820,2024-09-19,3,168.81,506.43
ORD5621,CUST1621,PROD821,2023-07-30,1,415.64,415.64
ORD5622,CUST1622,PROD822,2022-05-28,5,24.21,121.05
ORD5623,CUST1623,PROD823,2023-08-03,8,132.42,1059.36
ORD5624,CUST1624,PROD824,2023-04-28,5,177.1,885.5
ORD5625,CUST1625,PROD825,2021-06-01,7,239.59,1677.13
ORD5626,CUST1626,PROD826,2025-03-29,5,165.39,826.95
ORD5627,CUST1627,PROD827,2023-07-10,2,445.44,890.88
ORD5628,CUST1628,PROD828,2024-04-23,3,562.29,1686.87
ORD5629,CUST1629,PROD829,2024-10-17,8,108.56,868.48
ORD5630,CUST1630,PROD830,2024-06-05,2,908.4,1816.8
ORD5631,CUST1631,PROD831,2024-06-29,1,1904.04,1904.04
ORD5632,CUST1632,PROD832,2024-01-26,6,313.25,1879.5
ORD5633,CUST1633,PROD833,2024-01-13,8,174.86,1398.88
ORD5634,CUST1634,PROD834,2022-08-31,8,207.22,1657.76
ORD5635,CUST1635,PROD835,2025-07-27,4,232.51,930.04
ORD5636,CUST1636,PROD836,2023-07-19,9,67.19,604.71
ORD5637,CUST1637,PROD837,2025-07-15,6,111.88,671.28
ORD5638,CUST1638,PROD838,2025-07-08,1,924.05,924.05
ORD5639,CUST1639,PROD839,2021-09-30,6,85.08,510.48
ORD5640,CUST1640,PROD840,2025-06-22,8,179.5,1436.0
ORD5641,CUST1641,PROD841,2022-09-23,4,73.15,292.6
ORD5642,CUST1642,PROD842,2025-10-07,6,180.64,1083.84
ORD5643,CUST1643,PROD843,2023-10-09,8,160.41,1283.28
ORD5644,CUST1644,PROD844,2024-09-12,9,110.39,993.51
ORD5645,CUST1645,PROD845,2025-07-28,6,202.22,1213.32
ORD5646,CUST1646,PROD846,2023-11-21,8,147.21,1177.68
ORD5647,CUST1647,PROD847,2025-09-07,2,211.08,422.16
ORD5648,CUST1648,PROD848,2023-07-19,8,57.73,461.84
ORD5649,CUST1649,PROD849,2023-09-30,2,786.08,1572.16
ORD5650,CUST1650,PROD850,2023-10-29,8,77.67,621.36
ORD5651,CUST1651,PROD851,2022-09-13,3,85.4,256.2
ORD5652,CUST1652,PROD852,2024-11-07,1,1165.65,1165.65
ORD5653,CUST1653,PROD853,2021-12-14,7,49.06,343.42
ORD5654,CUST1654,PROD854,2024-07-14,3,164.98,494.94
ORD5655,CUST1655,PROD855,2024-03-19,3,286.43,859.29
ORD5656,CUST1656,PROD856,2023-05-25,4,83.74,334.96
ORD5657,CUST1657,PROD857,2025-01-19,5,196.16,980.8
ORD5658,CUST1658,PROD858,2023-08-16,2,694.93,1389.86
ORD5659,CUST1659,PROD859,2025-01-20,2,467.28,934.56
ORD5660,CUST1660,PROD860,2024-11-15,9,146.17,1315.53
ORD5661,CUST1661,PROD861,2022-08-06,7,41.76,292.32
ORD5662,CUST1662,PROD862,2025-02-16,8,111.45,891.6
ORD5663,CUST1663,PROD863,2025-03-21,2,835.56,1671.12
ORD5664,CUST1664,PROD864,2025-03-23,3,660.78,1982.34
ORD5665,CUST1665,PROD865,2023-09-09,6,150.11,900.66
ORD5666,CUST1666,PROD866,2024-05-31,2,283.26,566.52
ORD5667,CUST1667,PROD867,2023-06-24,1,986.68,986.68
ORD5668,CUST1668,PROD868,2024-05-24,6,169.24,1015.44
ORD5669,CUST1669,PROD869,2025-07-13,9,192.21,1729.89
ORD5670,CUST1670,PROD870,2023-11-07,9,27.97,251.73
ORD5671,CUST1671,PROD871,2023-03-03,6,170.74,1024.44
ORD5672,CUST1672,PROD872,2023-02-18,5,124.97,624.85
ORD5673,CUST1673,PROD873,2022-06-07,7,78.19,547.33
ORD5674,CUST1674,PROD874,2025-01-31,5,301.07,1505.35
ORD5675,CUST1675,PROD875,2023-04-09,5,51.81,259.05
ORD5676,CUST1676,PROD876,2023-03-18,2,817.55,1635.1
ORD5677,CUST1677,PROD877,2025-11-04,2,470.4,940.8
ORD5678,CUST1678,PROD878,2024-05-18,6,244.14,1464.84
ORD5679,CUST1679,PROD879,2021-09-17,3,95.2,285.6
ORD5680,CUST1680,PROD880,2025-02-18,2,670.66,1341.32
ORD5681,CUST1681,PROD881,2024-01-17,1,213.06,213.06
ORD5682,CUST1682,PROD882,2022-10-17,8,36.45,291.6
ORD5683,CUST1683,PROD883,2024-07-15,7,3.53,24.71
ORD5684,CUST1684,PROD884,2025-04-03,1,1951.85,1951.85
ORD5685,CUST1685,PROD885,2023-01-25,6,12.39,74.34
ORD5686,CUST1686,PROD886,2021-03-26,3,28.48,85.44
ORD5687,CUST1687,PROD887,2024-08-25,2,853.97,1707.94
ORD5688,CUST1688,PROD888,2024-11-23,4,149.49,597.96
ORD5689,CUST1689,PROD889,2021-12-30,3,46.66,139.98
ORD5690,CUST1690,PROD890,2023-09-11,9,130.19,1171.71
ORD5691,CUST1691,PROD891,2024-02-07,3,528.2,1584.6
ORD5692,CUST1692,PROD892,2023-03-30,7,189.18,1324.26
ORD5693,CUST1693,PROD893,2024-01-17,6,45.62,273.72
ORD5694,CUST1694,PROD894,2024-04-19,5,86.53,432.65
ORD5695,CUST1695,PROD895,2024-05-09,9,19.37,174.33
ORD5696,CUST1696,PROD896,2022-11-27,3,356.89,1070.67
ORD5697,CUST1697,PROD897,2021-11-08,9,219.58,1976.22
ORD5698,CUST1698,PROD898,2025-07-19,1,1371.02,1371.02
ORD5699,CUST1699,PROD899,2022-08-29,7,29.54,206.78
ORD5700,CUST1700,PROD900,2024-07-15,4,155.45,621.8
ORD5701,CUST1701,PROD901,2023-04-09,5,25.49,127.45
ORD5702,CUST1702,PROD902,2025-07-08,7,18.68,130.76
ORD5703,CUST1703,PROD903,2024-03-16,1,1143.02,1143.02
ORD5704,CUST1704,PROD904,2024-12-03,9,17.62,158.58
ORD5705,CUST1705,PROD905,2024-12-16,7,167.43,1172.01
ORD5706,CUST1706,PROD906,2023-06-25,5,244.85,1224.25
ORD5707,CUST1707,PROD907,2023-10-10,7,73.97,517.79
ORD5708,CUST1708,PROD908,2024-06-15,2,898.76,1797.52
ORD5709,CUST1709,PROD909,2022-08-26,4,209.36,837.44
ORD5710,CUST1710,PROD910,2022-03-20,9,143.04,1287.36
ORD5711,CUST1711,PROD911,2025-02-27,4,164.34,657.36
ORD5712,CUST1712,PROD912,2023-01-25,7,188.11,1316.77
ORD5713,CUST1713,PROD913,2025-01-13,5,343.89,1719.45
ORD5714,CUST1714,PROD914,2021-10-09,4,291.77,1167.08
ORD5715,CUST1715,PROD915,2025-06-14,5,289.38,1446.9
ORD5716,CUST1716,PROD916,2024-07-15,8,184.92,1479.36
ORD5717,CUST1717,PROD917,2023-10-26,8,95.6,764.8
ORD5718,CUST1718,PROD918,2022-01-16,7,12.05,84.35
ORD5719,CUST1719,PROD919,2023-05-18,2,877.48,1754.96
ORD5720,CUST1720,PROD920,2024-08-20,7,129.11,903.77
ORD5721,CUST1721,PROD921,2022-05-15,1,699.1,699.1
ORD5722,CUST1722,PROD922,2024-05-05,6,10.32,61.92
ORD5723,CUST1723,PROD923,2025-02-08,9,196.1,1764.9
ORD5724,CUST1724,PROD924,2025-01-28,9,173.64,1562.76
ORD5725,CUST1725,PROD925,2024-12-26,5,206.65,1033.25
ORD5726,CUST1726,PROD926,2023-03-21,1,477.57,477.57
ORD5727,CUST1727,PROD927,2022-11-22,6,68.9,413.4
ORD5728,CUST1728,PROD928,2024-12-16,7,238.83,1671.81
ORD5729,CUST1729,PROD929,2025-05-23,5,120.28,601.4
ORD5730,CUST1730,PROD930,2024-04-04,1,880.32,880.32
ORD5731,CUST1731,PROD931,2024-07-30,1,425.19,425.19
ORD5732,CUST1732,PROD932,2023-12-26,3,436.81,1310.43
ORD5733,CUST1733,PROD933,2023-04-24,3,54.65,163.95
ORD5734,CUST1734,PROD934,2024-07-04,6,178.57,1071.42
ORD5735,CUST1735,PROD935,2025-12-04,9,18.43,165.87
ORD5736,CUST1736,PROD936,2021-07-25,8,162.13,1297.04
ORD5737,CUST1737,PROD937,2023-09-23,4,215.86,863.44
ORD5738,CUST1738,PROD938,2023-10-08,4,448.02,1792.08
ORD5739,CUST1739,PROD939,2024-07-23,4,202.23,808.92
ORD5740,CUST1740,PROD940,2024-08-11,1,412.98,412.98
ORD5741,CUST1741,PROD941,2021-03-27,4,187.53,750.12
ORD5742,CUST1742,PROD942,2022-12-29,8,140.81,1126.48
ORD5743,CUST1743,PROD943,2024-10-17,7,66.97,468.79
ORD5744,CUST1744,PROD944,2024-12-27,5,73.09,365.45
ORD5745,CUST1745,PROD945,2023-06-13,1,1326.91,1326.91
ORD5746,CUST1746,PROD946,2022-07-11,2,187.35,374.7
ORD5747,CUST1747,PROD947,2024-08-10,2,421.14,842.28
ORD5748,CUST1748,PROD948,2025-03-28,9,107.87,970.83
ORD5749,CUST1749,PROD949,2023-11-06,9,185.96,1673.64
ORD5750,CUST1750,PROD950,2025-08-03,7,180.94,1266.58
ORD5751,CUST1751,PROD951,2023-03-26,3,138.8,416.4
ORD5752,CUST1752,PROD952,2024-08-31,1,856.16,856.16
ORD5753,CUST1753,PROD953,2025-08-02,9,206.67,1860.03
ORD5754,CUST1754,PROD954,2025-02-14,3,175.1,525.3
ORD5755,CUST1755,PROD955,2023-03-26,5,174.92,874.6
ORD5756,CUST1756,PROD956,2023-11-30,3,406.39,1219.17
ORD5757,CUST1757,PROD957,2024-11-27,9,190.94,1718.46
ORD5758,CUST1758,PROD958,2021-04-01,4,453.96,1815.84
ORD5759,CUST1759,PROD959,2022-06-14,4,186.85,747.4
ORD5760,CUST1760,PROD960,2022-12-18,9,136.28,1226.52
ORD5761,CUST1761,PROD961,2023-10-11,5,187.92,939.6
ORD5762,CUST1762,PROD962,2023-01-11,1,1779.7,1779.7
ORD5763,CUST1763,PROD963,2023-10-04,5,107.63,538.15
ORD5764,CUST1764,PROD964,2024-07-28,2,312.62,625.24
ORD5765,CUST1765,PROD965,2024-04-12,5,296.94,1484.7
ORD5766,CUST1766,PROD966,2025-04-28,3,604.99,1814.97
ORD5767,CUST1767,PROD967,2025-10-03,5,267.93,1339.65
ORD5768,CUST1768,PROD968,2025-07-21,4,452.36,1809.44
ORD5769,CUST1769,PROD969,2022-05-17,2,890.55,1781.1
ORD5770,CUST1770,PROD970,2025-09-07,2,345.88,691.76
ORD5771,CUST1771,PROD971,2023-04-10,9,104.9,944.1
ORD5772,CUST1772,PROD972,2024-01-25,4,469.38,1877.52
ORD5773,CUST1773,PROD973,2023-01-25,1,1603.98,1603.98
ORD5774,CUST1774,PROD974,2021-08-06,9,94.71,852.39
ORD5775,CUST1775,PROD975,2024-10-21,3,356.64,1069.92
ORD5776,CUST1776,PROD976,2024-10-01,1,1866.7,1866.7
ORD5777,CUST1777,PROD977,2023-06-19,9,163.7,1473.3
ORD5778,CUST1778,PROD978,2022-10-18,4,155.82,623.28
ORD5779,CUST1779,PROD979,2025-06-23,8,106.1,848.8
ORD5780,CUST1780,PROD980,2023-11-04,1,1612.53,1612.53
ORD5781,CUST1781,PROD981,2022-04-25,9,62.63,563.67
ORD5782,CUST1782,PROD982,2024-06-20,8,119.67,957.36
ORD5783,CUST1783,PROD983,2023-01-08,2,521.39,1042.78
ORD5784,CUST1784,PROD984,2024-02-11,9,206.37,1857.33
ORD5785,CUST1785,PROD985,2024-07-13,4,415.32,1661.28
ORD5786,CUST1786,PROD986,2025-08-07,2,591.74,1183.48
ORD5787,CUST1787,PROD987,2024-07-20,8,80.74,645.92
ORD5788,CUST1788,PROD988,2023-01-28,6,306.56,1839.36
ORD5789,CUST1789,PROD989,2025-06-03,5,355.84,1779.2
ORD5790,CUST1790,PROD990,2023-04-24,1,1830.76,1830.76
ORD5791,CUST1791,PROD991,2023-11-12,7,160.18,1121.26
ORD5792,CUST1792,PROD992,2024-02-16,3,617.63,1852.89
ORD5793,CUST1793,PROD993,2022-03-15,3,535.52,1606.56
ORD5794,CUST1794,PROD994,2025-10-08,5,182.19,910.95
ORD5795,CUST1795,PROD995,2024-03-05,4,93.02,372.08
ORD5796,CUST1796,PROD996,2023-05-06,8,166.0,1328.0
ORD5797,CUST1797,PROD997,2022-09-09,6,70.69,424.14
ORD5798,CUST1798,PROD998,2025-01-17,4,389.13,1556.52
ORD5799,CUST1799,PROD999,2023-06-04,1,775.47,775.47
ORD5800,CUST1800,PROD1000,2024-09-05,6,275.37,1652.22
ORD5801,CUST1801,PROD1001,2024-10-15,8,70.36,562.88
ORD5802,CUST1802,PROD1002,2025-07-15,2,584.12,1168.24
ORD5803,CUST1803,PROD1003,2024-12-08,7,275.07,1925.49
ORD5804,CUST1804,PROD1004,2023-05-13,6,228.54,1371.24
