customer_id,age,gender,country,signup_date,subscription_status,cancellations_count,purchase_frequency,rating
CUST1426,27,Female,UK,2023-08-05,paused,4,40,4.1
CUST1427,35,Female,USA,2022-11-07,cancelled,3,3,4.1
CUST1428,19,Male,USA,2022-04-07,active,2,40,4.3
CUST1429,54,Female,Germany,2023-06-04,cancelled,5,19,3.9
CUST1430,57,Female,India,2021-01-16,cancelled,0,41,4.0
CUST1431,41,Female,UK,2022-08-24,active,5,23,4.5
CUST1432,25,Male,India,2022-12-21,cancelled,4,15,4.0
CUST1433,48,Female,Pakistan,2022-08-01,active,3,40,4.0
CUST1434,43,Male,Germany,2021-08-29,cancelled,0,5,4.1
CUST1435,54,Male,Germany,2021-07-26,paused,5,48,4.1
CUST1436,50,Male,Pakistan,2022-07-24,active,1,37,3.9
CUST1437,54,Female,Pakistan,2022-03-04,active,0,13,4.1
CUST1438,59,Other,Pakistan,2023-02-15,cancelled,3,11,4.1
CUST1439,32,Male,USA,2022-07-16,active,1,31,4.0
CUST1440,34,Female,USA,2022-05-15,active,5,36,4.3
CUST1441,67,Male,India,2022-02-13,active,1,18,4.0
CUST1442,67,Female,Pakistan,2020-10-30,active,2,10,4.1
CUST1443,39,Female,UK,2023-01-05,active,2,20,4.2
CUST1444,31,Male,India,2023-03-03,active,5,19,4.0
CUST1445,56,Male,UK,2022-09-30,active,0,49,4.1
CUST1446,39,Female,Pakistan,2023-01-08,cancelled,0,18,4.2
CUST1447,61,Female,Pakistan,2022-10-06,active,0,30,4.6
CUST1448,29,Female,Germany,2020-12-13,active,5,4,4.0
CUST1449,38,Male,UK,2021-04-30,paused,3,32,4.0
CUST1450,34,Male,Germany,2022-06-07,active,0,45,4.3
CUST1451,25,Male,Pakistan,2023-12-06,active,1,32,4.3
CUST1452,22,Male,India,2021-02-20,paused,4,48,4.2
CUST1453,44,Female,Germany,2022-04-10,paused,4,32,4.0
CUST1454,45,Female,Pakistan,2023-01-02,cancelled,2,40,4.2
CUST1455,65,Female,India,2022-11-21,active,4,32,4.0
CUST1456,64,Female,India,2023-02-27,active,2,44,4.1
CUST1457,52,Male,USA,2022-04-06,active,2,2,3.9
CUST1458,25,Female,Pakistan,2023-06-13,active,1,41,3.8
CUST1459,50,Female,Pakistan,2021-10-06,active,2,16,4.7
CUST1460,66,Female,India,2022-11-26,active,4,14,4.3
CUST1461,66,Female,India,2021-09-25,cancelled,5,40,4.2
CUST1462,24,Female,Canada,2020-11-24,active,0,10,4.1
CUST1463,46,Male,Canada,2021-03-14,paused,1,21,3.3
CUST1464,39,Male,India,2022-01-16,paused,5,10,4.4
CUST1465,26,Female,Pakistan,2021-10-13,active,3,41,4.0
CUST1466,36,Female,India,2023-11-03,cancelled,5,25,4.2
CUST1467,37,Female,India,2021-08-18,active,1,34,4.5
CUST1468,35,Female,Canada,2021-09-22,active,2,49,4.6
CUST1469,44,Male,Germany,2023-12-02,cancelled,2,19,4.2
CUST1470,51,Female,Germany,2022-11-26,active,0,36,4.0
CUST1471,35,Female,USA,2023-04-20,cancelled,0,4,3.7
CUST1472,51,Male,UK,2023-04-21,cancelled,0,29,4.1
CUST1473,56,Male,Pakistan,2023-05-20,active,2,38,4.1
CUST1474,37,Female,USA,2021-04-08,active,0,46,4.2
CUST1475,40,Female,Canada,2020-09-12,cancelled,1,7,4.2
CUST1476,40,Female,Pakistan,2022-05-20,cancelled,5,12,4.5
CUST1477,31,Female,Germany,2022-10-14,cancelled,1,34,3.8
CUST1478,23,Female,India,2020-11-29,active,3,27,4.0
CUST1479,32,Female,India,2022-10-16,cancelled,2,2,4.1
CUST1480,46,Other,Pakistan,2021-12-10,paused,4,7,3.8
CUST1481,65,Male,USA,2023-04-21,cancelled,0,2,4.1
CUST1482,19,Female,Pakistan,2021-07-26,active,3,10,3.8
CUST1483,21,Male,UK,2022-04-12,cancelled,2,47,4.2
CUST1484,23,Male,USA,2023-06-08,active,1,2,4.2
CUST1485,59,Female,Canada,2022-04-19,active,0,16,4.2
CUST1486,28,Male,Germany,2021-10-28,active,3,4,4.0
CUST1487,40,Male,India,2021-10-27,active,3,31,3.5
CUST1488,49,Female,Canada,2022-11-27,active,1,11,4.3
CUST1489,46,Female,Germany,2023-07-04,active,2,11,4.1
CUST1490,44,Female,Germany,2023-06-13,cancelled,1,31,3.9
CUST1491,50,Male,USA,2022-01-14,paused,3,25,3.9
CUST1492,49,Female,UK,2020-09-30,active,5,41,3.3
CUST1493,38,Female,Canada,2023-05-31,active,2,37,4.0
CUST1494,25,Male,Canada,2023-01-26,cancelled,0,30,4.0
CUST1495,62,Female,India,2021-07-09,active,3,42,4.0
CUST1496,33,Female,Canada,2022-09-19,active,5,20,3.9
CUST1497,20,Male,UK,2021-07-14,cancelled,0,47,4.3
CUST1498,29,Male,Canada,2021-06-15,active,1,7,4.1
CUST1499,45,Male,Pakistan,2022-04-13,active,3,33,4.1
CUST1500,49,Female,Canada,2021-02-05,paused,3,3,4.3
CUST1501,51,Other,Pakistan,2022-01-10,paused,3,34,4.1
CUST1502,66,Male,USA,2021-08-11,paused,4,32,4.1
CUST1503,58,Male,USA,2022-04-04,cancelled,1,32,4.3
CUST1504,31,Female,Pakistan,2023-06-04,active,0,42,4.4
CUST1505,35,Male,Canada,2023-07-22,active,4,7,4.2
CUST1506,48,Female,Pakistan,2020-10-26,active,2,27,3.3
CUST1507,34,Male,Pakistan,2021-03-30,cancelled,0,14,4.4
CUST1508,57,Female,India,2021-08-09,paused,3,38,4.3
CUST1509,42,Male,Germany,2023-06-17,active,3,32,4.1
CUST1510,60,Female,Germany,2022-10-25,cancelled,3,43,4.0
CUST1511,28,Female,Canada,2022-09-08,paused,1,32,4.1
CUST1512,34,Male,Canada,2021-11-07,paused,0,23,4.3
CUST1513,44,Male,Germany,2022-10-12,cancelled,4,26,3.8
CUST1514,57,Male,India,2021-03-20,active,1,33,3.9
CUST1515,54,Male,India,2022-05-25,active,5,8,3.7
CUST1516,51,Male,India,2021-04-03,cancelled,1,40,4.0
CUST1517,41,Male,USA,2023-12-03,cancelled,3,20,4.2
CUST1518,47,Male,UK,2021-07-16,active,5,15,4.4
CUST1519,26,Female,USA,2020-01-09,active,1,9,3.9
CUST1520,40,Female,Canada,2022-10-22,active,1,36,4.5
CUST1521,43,Male,India,2021-02-27,active,2,47,4.2
CUST1522,53,Male,USA,2022-06-30,paused,2,43,3.9
CUST1523,63,Male,Canada,2022-02-24,active,3,5,4.2
CUST1524,43,Female,USA,2021-04-03,active,5,29,4.1
CUST1525,66,Male,UK,2023-07-06,paused,5,18,4.1
CUST1526,54,Male,India,2021-12-17,paused,3,26,4.3
CUST1527,30,Male,India,2020-11-30,cancelled,4,39,4.1
CUST1528,24,Female,USA,2022-08-29,active,5,30,4.3
CUST1529,50,Male,UK,2021-03-30,active,3,7,3.6
CUST1530,26,Male,Canada,2022-03-25,active,1,19,4.1
CUST1531,44,Female,Canada,2022-09-05,active,5,32,4.0
CUST1532,40,Male,USA,2022-08-18,active,3,45,4.1
CUST1533,41,Male,India,2020-11-28,active,2,32,4.3
CUST1534,54,Male,UK,2023-01-21,active,4,2,3.9
CUST1535,29,Female,Pakistan,2023-01-22,cancelled,4,15,4.1
CUST1536,20,Female,Pakistan,2023-01-15,active,3,21,4.1
CUST1537,59,Female,India,2022-05-30,active,0,8,4.4
CUST1538,37,Male,Canada,2022-10-07,active,0,46,3.8
CUST1539,61,Female,Canada,2022-07-11,active,4,33,4.3
CUST1540,50,Female,Canada,2020-02-11,active,5,29,4.3
CUST1541,67,Male,Pakistan,2022-12-24,paused,0,49,3.5
CUST1542,39,Female,UK,2022-07-18,cancelled,4,9,4.0
CUST1543,64,Male,Pakistan,2021-12-13,paused,5,38,3.9
CUST1544,59,Female,UK,2022-08-09,active,2,3,4.3
CUST1545,40,Female,USA,2023-02-24,active,2,17,2.8
CUST1546,36,Male,UK,2021-04-07,active,2,22,3.8
CUST1547,49,Female,Germany,2023-05-21,active,2,12,4.5
CUST1548,35,Female,UK,2020-11-28,paused,4,6,4.3
CUST1549,56,Male,UK,2021-03-05,active,1,20,4.1
CUST1550,57,Male,Canada,2022-02-10,active,5,44,3.0
CUST1551,63,Female,UK,2021-11-07,active,0,9,4.0
CUST1552,29,Female,India,2022-06-05,active,2,35,3.9
CUST1553,40,Female,USA,2021-08-30,active,2,5,4.1
CUST1554,54,Female,Germany,2022-04-13,paused,0,22,4.1
CUST1555,52,Male,India,2021-12-28,active,3,6,4.3
CUST1556,35,Female,India,2020-10-20,active,5,35,4.0
CUST1557,67,Male,USA,2022-09-11,active,4,42,4.4
CUST1558,27,Female,UK,2021-08-12,paused,5,43,4.3
CUST1559,38,Female,Germany,2021-05-20,active,4,41,4.2
CUST1560,41,Female,UK,2023-11-05,cancelled,3,22,3.8
CUST1561,33,Male,India,2021-12-03,active,3,30,4.3
CUST1562,45,Female,USA,2022-09-11,active,3,7,4.3
CUST1563,28,Male,Germany,2021-12-22,cancelled,4,19,4.3
CUST1564,27,Male,Germany,2021-09-06,active,5,2,4.0
CUST1565,33,Male,Pakistan,2022-05-13,paused,0,5,3.9
CUST1566,28,Male,India,2021-02-23,active,4,5,4.1
CUST1567,58,Female,UK,2020-12-09,paused,1,49,3.7
CUST1568,34,Female,Pakistan,2023-04-20,active,2,36,4.2
CUST1569,52,Female,Canada,2020-11-24,active,4,33,4.1
CUST1570,51,Male,USA,2020-10-19,active,0,21,4.0
CUST1571,38,Male,Pakistan,2023-02-19,active,5,29,4.6
CUST1572,46,Female,UK,2023-05-20,active,0,49,3.9
CUST1573,35,Female,USA,2021-12-03,active,4,14,4.0
CUST1574,34,Male,Pakistan,2021-12-15,active,4,5,4.3
CUST1575,62,Other,Germany,2021-07-24,active,4,18,4.4
CUST1576,56,Female,USA,2021-07-31,active,4,46,4.1
CUST1577,43,Female,UK,2021-04-03,active,5,3,4.1
CUST1578,43,Male,USA,2023-07-01,active,4,18,4.1
CUST1579,30,Other,Germany,2022-12-21,active,0,12,4.4
CUST1580,46,Male,Germany,2020-02-11,active,4,17,4.5
CUST1581,65,Male,UK,2022-05-23,active,1,48,4.1
CUST1582,23,Male,UK,2020-12-20,active,0,10,4.2
CUST1583,56,Female,Canada,2021-09-23,cancelled,5,12,4.5
CUST1584,62,Female,USA,2022-01-06,active,5,17,4.1
CUST1585,31,Female,Pakistan,2022-04-22,cancelled,2,22,3.9
CUST1586,67,Female,Germany,2023-06-29,active,4,32,4.3
CUST1587,69,Female,Canada,2022-06-13,active,5,28,3.8
CUST1588,65,Male,USA,2021-03-14,paused,4,19,4.3
CUST1589,51,Male,Germany,2021-07-06,paused,4,14,4.4
CUST1590,43,Male,USA,2020-01-10,active,0,44,3.8
CUST1591,56,Female,Canada,2022-09-29,cancelled,5,21,3.8
CUST1592,30,Female,USA,2022-08-11,active,0,36,3.5
CUST1593,35,Female,India,2023-05-07,active,5,35,4.4
CUST1594,20,Female,Germany,2022-04-23,active,1,2,4.1
CUST1595,59,Other,Pakistan,2022-01-18,paused,4,47,4.1
CUST1596,53,Female,Pakistan,2023-02-01,cancelled,0,41,4.3
CUST1597,66,Male,Canada,2021-01-26,active,1,8,3.5
CUST1598,31,Female,Pakistan,2021-07-01,cancelled,5,9,4.1
CUST1599,59,Female,Germany,2022-09-08,active,0,47,4.1
CUST1600,18,Other,Germany,2023-04-07,active,5,40,3.9
CUST1601,57,Male,USA,2022-07-24,active,4,9,3.9
CUST1602,61,Female,Germany,2022-07-02,paused,0,11,4.1
CUST1603,58,Female,UK,2022-12-30,active,1,47,4.0
CUST1604,22,Female,Germany,2022-04-28,active,2,17,4.2
CUST1605,53,Female,Germany,2023-05-06,active,3,31,4.3
CUST1606,42,Male,Pakistan,2022-11-01,active,1,16,4.1
CUST1607,57,Male,UK,2022-06-02,cancelled,0,40,4.0
CUST1608,56,Female,UK,2023-06-26,active,2,4,4.2
CUST1609,51,Female,Pakistan,2022-08-18,paused,4,1,3.9
CUST1610,51,Male,Pakistan,2020-09-17,active,2,28,4.3
CUST1611,20,Female,USA,2021-08-17,active,3,32,4.2
CUST1612,26,Male,Germany,2022-01-17,active,4,18,4.5
CUST1613,65,Male,India,2022-11-07,cancelled,1,13,4.0
CUST1614,53,Male,USA,2021-04-23,cancelled,5,40,4.2
CUST1615,61,Male,Pakistan,2022-10-14,cancelled,4,25,4.5
CUST1616,26,Male,Germany,2022-12-27,active,1,11,4.3
CUST1617,36,Male,USA,2022-08-09,active,1,28,3.9
CUST1618,56,Male,USA,2021-04-08,cancelled,2,24,4.1
CUST1619,57,Male,Pakistan,2021-06-16,active,2,33,4.3
CUST1620,21,Female,UK,2022-03-29,active,4,37,4.2
CUST1621,34,Female,India,2023-07-07,active,5,13,4.2
CUST1622,23,Female,India,2022-01-25,cancelled,5,19,4.0
CUST1623,66,Male,USA,2022-06-03,cancelled,2,14,3.9
CUST1624,50,Male,USA,2021-07-01,cancelled,1,49,4.1
CUST1625,64,Female,UK,2020-10-17,active,2,35,4.5
CUST1626,36,Female,India,2021-12-21,cancelled,3,28,3.7
CUST1627,62,Female,Pakistan,2021-08-23,paused,1,28,3.5
CUST1628,46,Female,Germany,2021-09-22,cancelled,5,30,4.2
CUST1629,43,Female,India,2022-08-01,cancelled,0,10,3.5
CUST1630,67,Male,Germany,2021-03-02,paused,1,46,4.3
CUST1631,57,Female,Canada,2022-07-01,active,5,6,3.9
CUST1632,46,Male,Pakistan,2021-01-11,active,1,42,4.2
CUST1633,65,Male,Canada,2023-12-08,paused,0,37,4.3
CUST1634,39,Male,Canada,2021-11-13,active,5,18,4.2
CUST1635,57,Female,India,2021-06-16,active,0,40,4.0
CUST1636,55,Female,Germany,2022-02-01,active,0,25,4.1
CUST1637,37,Male,UK,2021-06-19,active,0,39,4.5
CUST1638,58,Female,UK,2021-07-27,paused,3,1,4.2
CUST1639,40,Female,Pakistan,2021-01-23,active,3,6,4.1
CUST1640,69,Female,India,2021-01-21,cancelled,5,33,3.9
CUST1641,41,Male,Germany,2021-04-07,paused,4,49,4.3
CUST1642,64,Male,Pakistan,2022-11-09,active,0,38,3.9
CUST1643,46,Male,UK,2022-08-31,active,0,10,4.0
CUST1644,21,Female,Germany,2021-05-07,active,0,28,4.0
CUST1645,32,Female,Pakistan,2021-11-29,active,2,46,3.5
CUST1646,19,Male,Pakistan,2022-04-09,active,4,13,4.3
CUST1647,52,Female,UK,2021-06-24,paused,3,16,3.8
CUST1648,24,Male,USA,2021-10-08,paused,0,25,4.4
CUST1649,66,Female,USA,2020-12-27,cancelled,2,19,3.7
CUST1650,43,Female,USA,2021-06-26,active,4,37,4.4
CUST1651,25,Male,UK,2022-04-15,active,5,49,4.4
CUST1652,59,Male,USA,2023-02-24,active,1,28,4.4
CUST1653,47,Male,UK,2021-08-28,active,4,20,4.2
CUST1654,46,Female,Canada,2023-01-27,active,4,21,4.5
CUST1655,56,Male,Canada,2023-12-07,cancelled,3,16,3.8
CUST1656,36,Female,Pakistan,2020-10-29,active,1,34,3.8
CUST1657,31,Female,Canada,2023-09-01,active,0,47,4.1
CUST1658,39,Female,India,2023-03-24,active,0,22,4.1
CUST1659,56,Female,Canada,2020-09-29,active,4,34,4.4
CUST1660,60,Male,Pakistan,2023-08-01,active,2,18,3.8
CUST1661,32,Female,UK,2021-05-27,active,3,41,4.2
CUST1662,57,Female,UK,2020-10-17,paused,4,39,4.1
CUST1663,40,Female,Canada,2020-08-23,active,1,10,4.4
CUST1664,21,Female,India,2023-10-04,paused,2,8,4.1
CUST1665,42,Female,Germany,2022-06-04,active,1,49,4.1
CUST1666,20,Male,Germany,2023-12-06,cancelled,0,49,3.5
CUST1667,32,Male,Canada,2023-06-01,active,0,29,3.6
CUST1668,32,Female,UK,2022-04-18,cancelled,2,7,4.3
CUST1669,50,Male,Germany,2020-12-15,cancelled,4,10,3.8
CUST1670,30,Male,UK,2022-09-23,active,3,14,4.0
CUST1671,53,Female,Pakistan,2022-06-12,cancelled,4,39,3.9
CUST1672,56,Female,Pakistan,2022-08-19,cancelled,1,21,4.1
CUST1673,48,Female,Pakistan,2021-03-12,paused,2,30,4.3
CUST1674,25,Male,USA,2023-02-21,active,5,10,4.4
CUST1675,42,Male,USA,2022-04-10,paused,4,31,4.3
CUST1676,28,Female,India,2022-05-10,cancelled,0,1,4.3
CUST1677,20,Male,USA,2023-07-23,cancelled,2,19,4.1
CUST1678,52,Female,Canada,2023-02-06,paused,2,10,4.4
CUST1679,66,Female,Pakistan,2021-06-26,active,2,6,4.4
CUST1680,57,Male,Canada,2023-05-23,active,2,24,3.8
CUST1681,40,Male,India,2022-06-28,active,3,13,3.8
CUST1682,39,Female,India,2021-03-03,active,5,48,4.0
CUST1683,63,Male,India,2020-11-10,active,4,15,4.4
CUST1684,40,Male,India,2022-04-13,active,1,24,4.4
CUST1685,64,Female,USA,2022-09-03,active,3,1,4.5
CUST1686,39,Female,Pakistan,2021-06-01,paused,1,15,4.0
CUST1687,48,Male,Canada,2022-03-15,active,0,14,4.0
CUST1688,34,Male,USA,2020-10-24,active,4,33,4.3
CUST1689,42,Male,USA,2021-05-07,cancelled,3,24,4.2
CUST1690,43,Male,UK,2023-05-18,paused,4,44,3.8
CUST1691,24,Female,USA,2021-04-16,active,1,11,4.3
CUST1692,35,Male,USA,2021-05-25,active,0,19,4.1
CUST1693,51,Female,India,2022-10-02,active,4,38,4.3
CUST1694,65,Male,Canada,2021-05-13,cancelled,4,30,4.0
CUST1695,39,Female,Pakistan,2023-02-16,cancelled,4,22,4.3
CUST1696,65,Male,Canada,2021-09-29,cancelled,5,11,4.2
CUST1697,47,Female,UK,2020-04-09,active,4,14,4.0
CUST1698,31,Male,UK,2021-12-26,active,4,3,4.4
CUST1699,18,Male,Canada,2021-09-25,paused,4,4,4.4
CUST1700,55,Male,Canada,2022-05-01,paused,4,15,4.5
CUST1701,29,Female,Canada,2023-01-29,paused,5,21,4.2
CUST1702,69,Female,Pakistan,2023-07-20,active,5,24,4.1
CUST1703,65,Female,Canada,2021-11-20,active,5,32,4.5
CUST1704,56,Female,UK,2023-01-07,paused,3,5,4.2
CUST1705,31,Female,USA,2023-03-23,active,2,15,4.3
CUST1706,40,Female,UK,2023-02-05,active,1,34,3.9
CUST1707,44,Female,USA,2022-06-05,cancelled,1,46,4.5
CUST1708,47,Female,Canada,2023-01-25,active,1,26,4.1
CUST1709,51,Male,Germany,2021-08-01,cancelled,3,36,4.2
CUST1710,22,Female,UK,2022-02-16,active,5,45,3.8
CUST1711,19,Male,Canada,2023-08-16,active,4,47,4.3
CUST1712,67,Female,Germany,2022-01-29,active,2,16,3.9
CUST1713,33,Male,Canada,2022-12-08,cancelled,1,32,4.3
CUST1714,67,Male,Canada,2021-05-13,cancelled,1,41,4.3
CUST1715,67,Male,UK,2023-08-14,active,5,46,3.9
CUST1716,59,Male,USA,2022-05-04,active,2,12,3.7
CUST1717,68,Female,Pakistan,2021-02-09,paused,1,38,4.2
CUST1718,46,Male,UK,2020-10-26,active,4,12,4.3
CUST1719,34,Female,UK,2022-12-25,cancelled,3,45,4.2
CUST1720,36,Female,USA,2021-07-02,paused,3,49,3.9
CUST1721,18,Female,UK,2021-07-22,active,1,29,4.3
CUST1722,19,Female,UK,2021-01-17,active,3,4,3.7
CUST1723,28,Female,Pakistan,2022-09-16,active,1,15,4.3
CUST1724,49,Male,UK,2023-07-02,active,1,16,4.3
CUST1725,39,Female,India,2022-07-19,cancelled,5,43,3.9
CUST1726,18,Male,Canada,2023-04-01,active,1,41,4.4
CUST1727,53,Female,Pakistan,2021-02-04,active,0,17,4.0
CUST1728,65,Female,Germany,2023-11-03,active,3,22,4.5
CUST1729,62,Male,India,2021-09-28,paused,0,46,3.9
CUST1730,51,Male,Germany,2021-12-03,active,0,30,4.3
CUST1731,63,Female,Germany,2023-02-04,active,1,8,4.2
CUST1732,27,Male,Pakistan,2023-03-31,active,5,42,4.1
CUST1733,50,Female,Pakistan,2021-06-19,active,0,21,4.2
CUST1734,51,Male,UK,2021-12-24,active,3,33,4.5
CUST1735,67,Female,Canada,2021-06-30,active,2,33,4.2
CUST1736,41,Female,India,2020-09-27,cancelled,1,24,4.2
CUST1737,19,Female,Pakistan,2021-09-11,active,2,5,4.3
CUST1738,68,Male,Canada,2021-04-14,active,2,4,4.0
CUST1739,24,Female,UK,2022-03-16,active,1,29,4.5
CUST1740,67,Male,Germany,2022-06-11,active,1,22,3.8
CUST1741,45,Male,Canada,2021-02-16,cancelled,4,22,3.9
CUST1742,52,Male,UK,2022-07-13,active,1,5,4.0
CUST1743,52,Other,India,2021-09-14,active,1,1,4.1
CUST1744,60,Female,UK,2021-10-15,active,5,12,3.4
CUST1745,49,Male,Pakistan,2021-11-25,active,5,3,4.0
CUST1746,59,Female,Canada,2021-04-21,active,1,23,3.4
CUST1747,45,Female,UK,2021-06-13,active,0,23,4.3
CUST1748,37,Female,India,2022-10-04,active,2,31,3.9
CUST1749,38,Female,India,2020-03-12,active,4,6,4.1
CUST1750,44,Female,USA,2023-09-06,cancelled,3,34,4.3
CUST1751,26,Female,UK,2022-11-05,paused,2,1,4.5
CUST1752,38,Male,Pakistan,2023-05-15,cancelled,2,26,4.2
CUST1753,24,Male,USA,2023-07-14,active,5,8,4.1
CUST1754,33,Male,India,2021-10-20,active,2,19,4.4
CUST1755,58,Female,Canada,2021-03-30,active,5,15,4.3
CUST1756,64,Other,USA,2021-05-04,cancelled,0,46,4.3
CUST1757,53,Male,Germany,2022-09-17,active,3,43,4.3
CUST1758,35,Male,UK,2020-10-11,active,3,17,4.2
CUST1759,45,Female,India,2021-06-27,active,3,8,4.1
CUST1760,41,Male,Germany,2021-12-07,paused,3,24,4.1
CUST1761,46,Female,USA,2021-05-15,cancelled,2,30,4.5
CUST1762,33,Male,Pakistan,2021-08-20,active,5,12,4.4
CUST1763,38,Female,UK,2022-05-20,active,2,5,4.3
CUST1764,29,Female,India,2023-10-04,cancelled,0,21,4.3
CUST1765,38,Female,UK,2020-05-10,paused,4,36,4.3
CUST1766,38,Male,UK,2023-04-03,cancelled,4,5,4.0
CUST1767,67,Female,UK,2023-04-13,active,2,19,4.3
CUST1768,38,Male,India,2023-08-05,cancelled,0,48,4.0
CUST1769,46,Male,Canada,2021-05-12,active,1,24,4.4
CUST1770,27,Female,USA,2021-09-22,active,4,41,4.0
CUST1771,23,Male,Germany,2021-01-30,active,0,26,4.3
CUST1772,67,Male,USA,2023-05-15,active,1,19,3.3
CUST1773,30,Female,UK,2022-03-31,active,2,11,3.7
CUST1774,50,Other,USA,2021-03-14,active,4,35,4.1
CUST1775,47,Male,India,2020-12-27,active,2,10,5.0
CUST1776,46,Female,Pakistan,2022-07-07,cancelled,2,22,4.5
CUST1777,34,Female,USA,2023-03-18,active,0,14,3.9
CUST1778,45,Female,Pakistan,2020-11-11,cancelled,4,12,4.4
CUST1779,48,Male,UK,2022-07-22,paused,0,4,4.1
CUST1780,22,Female,India,2021-12-26,active,4,17,3.6
CUST1781,25,Female,USA,2022-11-02,active,1,25,3.8
CUST1782,57,Female,India,2023-06-07,active,2,27,3.6
CUST1783,47,Male,Pakistan,2022-07-24,active,1,45,4.2
CUST1784,50,Female,UK,2023-09-03,paused,5,8,4.4
CUST1785,43,Male,India,2023-11-04,active,1,17,3.8
CUST1786,31,Male,Germany,2021-08-16,active,5,27,4.2
CUST1787,47,Female,Canada,2022-05-19,cancelled,3,33,4.3
CUST1788,24,Female,Canada,2021-01-20,active,2,3,4.4
CUST1789,21,Female,Canada,2022-08-15,cancelled,4,34,4.1
CUST1790,61,Female,Pakistan,2021-02-08,paused,4,38,4.4
CUST1791,30,Male,Pakistan,2021-03-29,active,2,5,4.4
CUST1792,40,Female,India,2023-03-16,active,0,24,4.4
CUST1793,50,Female,India,2021-09-21,cancelled,2,1,4.4
CUST1794,67,Male,India,2020-10-15,cancelled,2,19,4.3
CUST1795,46,Female,UK,2023-04-03,active,2,41,4.3
CUST1796,20,Male,Canada,2022-01-22,active,1,39,4.3
CUST1797,54,Female,India,2021-02-15,active,0,38,4.2
CUST1798,42,Female,UK,2021-08-02,cancelled,1,38,4.3
CUST1799,49,Male,Germany,2022-07-26,active,3,36,4.2
CUST1800,46,Female,UK,2022-04-30,active,2,30,3.8
CUST1801,24,Female,UK,2021-04-20,active,2,45,4.3
CUST1802,19,Male,UK,2022-11-15,active,1,38,4.5
CUST1803,65,Male,Canada,2021-03-04,cancelled,1,25,4.1
CUST1804,19,Male,USA,2021-11-20,active,3,18,4.2
CUST1805,42,Female,Germany,2023-12-01,cancelled,2,3,4.0
CUST1806,30,Male,Pakistan,2022-09-15,active,1,8,4.1
CUST1807,54,Female,India,2023-04-24,paused,5,15,4.1
CUST1808,68,Male,Germany,2021-06-18,active,0,37,4.3
CUST1809,39,Male,India,2021-08-07,cancelled,5,38,4.5
CUST1810,39,Male,UK,2021-09-24,active,5,38,4.5
CUST1811,19,Male,USA,2022-11-18,active,1,29,4.1
CUST1812,31,Male,India,2021-09-06,paused,3,15,4.3
CUST1813,36,Female,Germany,2023-06-02,active,0,23,3.6
CUST1814,48,Female,USA,2020-09-13,active,4,11,4.4
CUST1815,32,Male,India,2022-04-20,active,1,13,4.5
CUST1816,66,Male,UK,2022-04-12,active,1,33,3.9
CUST1817,46,Female,Germany,2022-11-06,paused,4,27,4.0
CUST1818,47,Male,Germany,2021-03-26,paused,1,5,4.0
CUST1819,65,Female,Canada,2023-05-20,active,0,49,4.4
CUST1820,36,Female,USA,2021-02-22,cancelled,3,38,4.6
CUST1821,54,Male,Canada,2021-05-10,active,2,8,4.4
CUST1822,67,Male,USA,2022-12-17,active,0,49,4.4
CUST1823,65,Female,Canada,2021-04-11,active,5,7,4.3
CUST1824,36,Female,Germany,2022-03-10,cancelled,3,12,4.3
CUST1825,59,Other,Germany,2022-11-17,cancelled,0,33,4.4
CUST1826,63,Female,UK,2022-05-08,paused,5,33,4.0
CUST1827,29,Female,Germany,2022-05-26,cancelled,0,22,4.2
CUST1828,46,Male,UK,2021-08-08,paused,4,4,3.8
CUST1829,61,Male,Pakistan,2020-04-11,active,4,24,4.1
CUST1830,21,Female,USA,2021-09-12,paused,1,47,4.2
CUST1831,67,Female,Germany,2022-04-21,active,0,1,4.2
CUST1832,60,Female,Canada,2022-01-26,cancelled,0,10,4.4
CUST1833,26,Male,India,2022-04-18,active,5,26,4.3
CUST1834,47,Male,Pakistan,2020-07-10,paused,1,18,4.1
CUST1835,67,Female,UK,2022-09-15,active,5,4,4.4
CUST1836,57,Other,India,2022-03-29,cancelled,0,36,3.9
CUST1837,61,Other,Canada,2021-03-10,paused,3,7,3.9
CUST1838,49,Male,India,2021-01-05,cancelled,0,38,3.6
CUST1839,36,Female,Pakistan,2021-08-30,cancelled,5,6,4.4
CUST1840,27,Female,Germany,2021-04-20,active,3,36,4.0
CUST1841,42,Male,Germany,2023-01-17,cancelled,5,40,3.5
CUST1842,32,Female,India,2021-09-28,paused,1,39,4.1
CUST1843,62,Female,Canada,2020-08-31,active,0,38,4.1
CUST1844,29,Other,UK,2023-06-06,cancelled,2,34,4.0
CUST1845,60,Female,Canada,2023-01-18,cancelled,2,45,4.1
CUST1846,53,Female,India,2023-01-18,cancelled,3,5,4.0
CUST1847,28,Male,Germany,2021-07-24,active,1,1,3.8
CUST1848,69,Female,Germany,2021-12-26,cancelled,4,35,4.3
CUST1849,23,Male,Germany,2021-01-04,active,0,41,4.2
CUST1850,55,Male,Germany,2021-03-26,active,1,15,4.1
CUST1851,38,Female,Germany,2023-04-21,cancelled,2,31,4.2
CUST1852,21,Male,India,2021-02-06,paused,4,29,4.5
CUST1853,57,Male,USA,2021-04-12,active,0,47,4.6
CUST1854,42,Female,Canada,2022-01-30,active,4,40,4.3
